cookie_id,predictions
05a19bab9e7f4aaaa5f12653abe8353f,"[260154, 106584, 240432, 136872, 242710]"
05a9d4537c8140dc994295b8e62a3a9b,"[246509, 113482, 108242, 243868, 253946]"
05b20d2442364fa6a90aedfc436eaeea,"[207560, 121184, 107882, 112313, 119015]"
05b4fca4180e4d2997b9cf10c4742277,"[113482, 219770, 168935, 138634, 164481]"
05c198be4f1049cda719a71b21debfdd,"[230707, 113482, 221920, 110793, 212027]"
05c71abf0bb74b03993e844e62b95ea2,"[207211, 240744, 115420, 108242, 104276]"
06043503c5bd48adb264f2b457304982,"[113482, 242642, 149024, 198751, 111941]"
061fed8a59984471b7df2beef498206b,"[212325, 207211, 171602, 116438, 182439]"
062c8fcf6dd94e8cb371cc1c3b951343,"[110793, 105907, 115977, 101410, 247299]"
063dddcd130744d6b2ef800f4d046c00,"[111941, 114583, 149024, 242642, 125867]"
065491c1dd254d4f9fa4db95152cadae,"[240347, 207156, 250129, 115977, 212325]"
06599d0dd8ec48e8be6ab666fa6e97b7,"[116823, 181745, 182870, 203404, 207423]"
0695fac8880c4fe4922fbabaad58207f,"[113482, 212325, 239021, 110793, 164602]"
06a6126792d4452ab826e20b3fd7d795,"[253678, 116823, 115977, 247299, 149024]"
06b1d91f32a4452584d1b4ab3bf49f3a,"[212141, 178415, 186617, 109079, 182084]"
06b592923d2e42fda6f527d5ee63ac62,"[230707, 198751, 237288, 193331, 108242]"
06bfe33c62b74a4a8dec46fa35ac8f6d,"[106729, 164246, 253678, 101396, 195073]"
06c40da47dd641279b441acf6a9da698,"[113482, 253946, 242145, 110793, 138634]"
06ca393999484426acf6606da1afa4bf,"[113482, 113305, 117532, 117525, 253946]"
06cbd611645b4f8d863892b8af329b15,"[101136, 117525, 136872, 240432, 106584]"
06fa7694fcd648c3b901eddbb73fd8bc,"[240744, 212325, 113305, 110793, 109079]"
0707a3e27ca648f29baee2ecb8d9d492,"[210628, 242642, 214513, 111941, 113482]"
074587f4f05a4ca28e3903b351108425,"[243868, 106676, 111706, 258036, 217615]"
075f2d3c089f4e17a02f1264e050bc95,"[237341, 110793, 239021, 212325, 253946]"
076dcedf94a64fdcb315e01d469baf2c,"[113482, 209422, 207156, 253946, 101462]"
07aeec7f11444c2ebe7d9fee1c7f8e3c,"[113707, 206350, 111941, 110793, 108242]"
07bfba29f0424194982a3f0254032ed5,"[113707, 111941, 150476, 108242, 182870]"
07f243f72af94a5695026089355789d3,"[106729, 207169, 243003, 218072, 210536]"
07f9385d91684385987d270c1d05deed,"[234115, 241030, 102913, 114685, 117532]"
07fc289acaf04dd88eb6fcc7bfb32953,"[171602, 182439, 162851, 207156, 257631]"
08540bfd36ef4f59b6734e4cf818fe87,"[198114, 246509, 253678, 260154, 246285]"
08615b36b39c40f089dbad7a8660f147,"[240663, 117897, 165933, 235614, 243678]"
087b86b0a0384c31b61b8d07bf93e14f,"[110793, 242642, 138634, 239021, 253946]"
08a7daa2485647c5a449d14ea1ac8db3,"[138634, 117532, 117525, 253946, 181745]"
08aa7be49110488b9090b1521505fc20,"[120252, 210628, 110793, 248720, 206544]"
08ac4857c3dc428d9aa8efa88cdba035,"[110793, 113482, 239021, 113305, 105907]"
08bdccde4d154c19ba027ff9b32e7bea,"[138634, 243868, 207156, 101136, 113482]"
08c055996bb84a44a3b6af491cb8c1f9,"[242642, 108242, 113707, 212325, 212027]"
08e744ed29764b60bc432bd605f3c07a,"[115977, 247299, 206350, 234115, 247304]"
08f6bbc728644b7482ae1810e38abf03,"[243868, 152046, 102794, 228572, 205479]"
08fa1b3e032c432abdbc284e2cab30f5,"[101462, 122614, 219770, 240744, 217683]"
09021cf56bf44d39acd9fedb83e7ab1b,"[101136, 138634, 240432, 136872, 106584]"
090dde712ba14f498eeffb2ae2e4bf86,"[101396, 164236, 245952, 195073, 211897]"
0933cb0c8f4f4e098a0b17bb0688160e,"[243868, 210229, 152046, 228572, 205479]"
094e6fc243ec4565ac8a13af02681ca4,"[220718, 230145, 237288, 212325, 198751]"
0962d70e67974dfbabf507d27929217d,"[246509, 113482, 243868, 207156, 212325]"
097039a62a9a49d1bd124a27bd63fce2,"[253678, 209422, 207156, 209448, 205630]"
0974627903e1427d806044638a6ca813,"[153970, 242145, 173337, 149484, 209422]"
099f46ebd1ec437f88ffdb02af8668b9,"[101136, 136872, 240432, 106584, 222378]"
09a0666708ab4560bc9d055ae972d372,"[242145, 253946, 103881, 239021, 113482]"
09a174f2124f420c881da315371b3f60,"[247535, 212141, 182084, 120252, 116823]"
09b01cdc4b1a4a53aec6f6a3cdc0c2fa,"[111941, 207211, 207108, 260154, 257631]"
09b603c3c8af4c40aef8136a88210cbb,"[113482, 207156, 243868, 212325, 168935]"
09f934cdf1e9473696da0ac1492543f0,"[243868, 152046, 228572, 205479, 102794]"
0a0203a9681843d3b874bd5da30cac56,"[209422, 209448, 122614, 138634, 205630]"
0a2e35a5bcf84d29b19562daaf20d5e2,"[138634, 153970, 243868, 210229, 102794]"
0a2e3f0c0c694c418150021ad99f7e5d,"[209422, 207156, 219770, 209448, 205630]"
0a2e49d7713546d88121a8a78d799d9f,"[198114, 149024, 113482, 207423, 180382]"
0a3029adce2045b1878b63d4fb3e32e8,"[105907, 242642, 207211, 116438, 196428]"
0a6b110b47fe448f9b81d0a8eacaad6c,"[109685, 207560, 121184, 107882, 112313]"
0a7a252e753046ebaaf9db597fddc454,"[210628, 171602, 113482, 108242, 230707]"
0a8287233a44428989ba828b1c7da25c,"[246285, 219770, 116900, 212325, 207156]"
0a8511fdb4bf43a1bb2af0da6b5e89a1,"[110793, 122614, 239021, 113482, 253946]"
0aae74d883e34a42a3983bb0a743c5f1,"[246509, 110793, 237341, 239021, 242642]"
0abdf597857d455fabdc038d27ff9fb5,"[237341, 247535, 115420, 110792, 138634]"
0ad63b69369e450b86bce8849950b448,"[221920, 182084, 212027, 171602, 230145]"
0ae27815450a48e8b28ef2bff9c1c61d,"[198114, 248720, 206544, 252289, 242814]"
0ae51030065946dd8bf17250f6e99fe2,"[153970, 242642, 110793, 239021, 138634]"
0aff3b0b46a743b9b9664ae20a711ed3,"[206350, 212953, 212987, 212141, 198751]"
0b17a5dbeb714b3bb28ead23894d9648,"[217683, 253678, 117897, 113482, 209422]"
0b2add88e8304a278807ef532ce8841b,"[212141, 186617, 120252, 207108, 182084]"
0b845d59b21e43288d8d13a52211713e,"[209422, 122614, 253678, 219770, 101136]"
0b9d7352fc8e4c3ea0a61924c464d13a,"[103881, 207211, 149484, 153970, 110792]"
0ba24ab4f65a4e118107a50bbd67818b,"[113482, 207156, 209422, 219770, 122614]"
0ba388fc8ea94a0a984ae23fabda53ec,"[138634, 246509, 116900, 212953, 209422]"
0bddec5a4e274d4b985c397c08ed2b6c,"[260154, 115977, 247299, 234115, 212325]"
0be22233b2ad4b1f8fd80618504b8769,"[220718, 212325, 237288, 207211, 198751]"
0bf417d6aed04da2806a016e3c44add3,"[106729, 164246, 207156, 207169, 113482]"
0c0658441dfa4a658fa63610be9a5640,"[198751, 150476, 230145, 221920, 138634]"
0c121dc70fdc4430ade7a58f39d33ed5,"[230707, 212141, 210628, 221920, 220718]"
0c1d15de890a46b7b114ae93ebe5b99f,"[113482, 253946, 115977, 242145, 247299]"
0c21d56c35704297b3b8fa6769bf0c94,"[110792, 111867, 111941, 206544, 212141]"
0c35b3f064184b4d86a31090fbb83397,"[110792, 247276, 113707, 248720, 207156]"
0c499556edcf4178b15fcd82e10b9a21,"[209422, 209448, 101462, 113482, 253946]"
0c647ebe6a694166bf48a9888bfa0e70,"[193331, 113305, 180382, 120252, 108242]"
0c670ad032e84c2e91ba237fc2d8bdb3,"[108242, 110792, 114583, 113482, 243678]"
0cafa7d4e43f4177a509133d7ab41d8d,"[153970, 117525, 173337, 117532, 103881]"
0cc91ec4b9cd4015a574b8e6f470834e,"[260154, 181745, 217683, 115977, 138634]"
0ce7a99dd0df4f41b7f833744e745abd,"[181745, 154411, 109685, 207560, 121184]"
0d0fd2c9f6f543a9b40f3f2432245c0d,"[246509, 138634, 153970, 113482, 240744]"
0d2abe888f934221881b51687b4d218b,"[115420, 240744, 207211, 257631, 108242]"
0d39d966e5ff4c10bb8bf5d22fff8208,"[111867, 111941, 108242, 111505, 242642]"
0d41dc1c70ef47389bf70528feb1746f,"[240744, 212325, 212027, 115420, 230145]"
0d5a4809f6f14204bdd8c46dcfeca8b4,"[243868, 207156, 113482, 103881, 152046]"
0d5df85ce59f44f89bb66556706d3963,"[230707, 230145, 212325, 115420, 247535]"
0d88ccf19fc2477abb08e85649016043,"[149484, 173337, 144097, 242145, 227850]"
0dc4810134624458b3d186852f35aa92,"[115420, 207211, 240744, 257631, 212141]"
0dc4a3d567fb433b9ed409b6526b8178,"[230145, 212325, 260154, 115420, 230419]"
0ddc3a8648fe4a90a22fe394650142f7,"[120252, 138634, 114583, 198751, 192565]"
0de90407cfbc46d8835d0833524fbfb5,"[113482, 207156, 243868, 217683, 168935]"
0df1240c766243358d7b4e8eeb51b451,"[181745, 154411, 115977, 109685, 247299]"
0df1737485354dca9fa14aa7c5e2c63d,"[111941, 138634, 198751, 212141, 212027]"
0dfca444c11541c7a48ed292fd35fef6,"[113482, 253946, 242145, 110793, 117525]"
0dfdb59d2d5f4b2496e2ef7354bf6a89,"[212325, 207156, 250129, 219770, 221920]"
0e01dc13d441423cb024295b58cabc7f,"[243868, 152046, 102794, 106676, 228572]"
0e093ba01b1f416e8e733a37d0bdd70e,"[114583, 207108, 178415, 150476, 239021]"
0e1b995d56a041d8a017e09881f8c708,"[212141, 186617, 120252, 207108, 182084]"
0e1f8e518ad64551857344a7738a8fce,"[113482, 207156, 243868, 212325, 250129]"
0e364b0fec474e0fa4009fc0d04e7f4c,"[101136, 117525, 136872, 240432, 106584]"
0e49d24b70d64921a3033201f4dd5961,"[230707, 221920, 220718, 212141, 214513]"
0e4c6c16443748d0b077acae4906b592,"[207108, 117525, 209422, 253946, 101136]"
0e56ed46ac1e4b38b93ca72abde7d2f1,"[207156, 113482, 212325, 219770, 168935]"
0e72cc93b0054b78a6ad8d043f8af6c1,"[198751, 212027, 230707, 207211, 246509]"
0e7e9e7626c940809f90ff5e5a2043ca,"[248720, 206544, 252289, 242814, 239021]"
0e81d841a2bb4042ad3956fd7cf6a606,"[230145, 221920, 212027, 179082, 206350]"
0e84e7ade3b340e49bdccabd87e0562d,"[138634, 212325, 207156, 250129, 219266]"
0e8f5231e3874f3d844377b068f70112,"[103881, 149484, 173337, 193331, 212953]"
0ef3ec90e2e849b09cb20f9bf5234972,"[212325, 207156, 250129, 219266, 253678]"
0f265d2918d84ab788516561b4cb0fcc,"[138634, 240663, 117897, 217683, 153970]"
0f2db4e3d3d644a58668b23fc59a0577,"[113482, 207108, 217683, 206544, 149034]"
0f372122b40f4cc09e665ad3b9f1d14d,"[108242, 110792, 207108, 240744, 113482]"
0f5f30a17be5412cb913d91ce3d0f455,"[212987, 106944, 109079, 253239, 115924]"
0f6139d983284872bcec7469af967d42,"[113482, 207156, 212325, 168935, 164481]"
0f72d4ad95b64662a20ae5eaf7987b62,"[165933, 154411, 172483, 166835, 136817]"
0f9621bfaca842e4a1002fc8bd9b7442,"[138634, 153970, 219266, 253678, 219770]"
0fa381c0ac05465ab4fb88340ee6999d,"[138634, 153970, 237341, 217683, 205630]"
0fb15f454bde4f6585e055d921a1344d,"[138634, 153970, 242145, 103881, 207423]"
0fb2af9ca48646a695a2fc3dfecc9f9f,"[181745, 246509, 247535, 154411, 205479]"
0fd698c1037145c28084cd202d5e18e3,"[260154, 242642, 108242, 116823, 182870]"
1029fd6f098a42d5b7d972e134890534,"[230145, 212325, 247535, 239021, 179082]"
102d6c7bd73148808182417cbc0099da,"[113707, 212987, 110793, 113305, 225096]"
10bfa10078b84aa2a29af1a3f8cb4066,"[240744, 206350, 242642, 217683, 253678]"
10d747ec39c3441db8c0418c5b4f64e0,"[106729, 164236, 245952, 195073, 195637]"
10de6391a83040789929f52e3174b340,"[113707, 111941, 150476, 120252, 248720]"
10e5c255b3634622a280b78b2e156102,"[154248, 116900, 245952, 243868, 101396]"
11008c0f288041599b7bd4af727905eb,"[113482, 219770, 212325, 209422, 221419]"
1107aced044744e2a05d133817f600e4,"[198751, 115420, 221920, 230145, 237288]"
110ee1255af64b2c820f6c627b84a751,"[110792, 247276, 207156, 212325, 243868]"
1113a988005641169745a6183ac0457f,"[181745, 154411, 237341, 109685, 207560]"
1116bd396f6c4fa38f69484ab37c55c6,"[246509, 138634, 113482, 153970, 259663]"
1123b4fa0e6740c189049cb67ea47539,"[154411, 243678, 204989, 207764, 191664]"
1134424558b1465a802e0c14ebc6a3da,"[217683, 242642, 243868, 212325, 181745]"
1135852aab20479c9242993ac47bc424,"[220718, 212325, 182084, 230145, 111941]"
114e9ea5dd644f8db6a17bc5e920bb54,"[210628, 206350, 212987, 212325, 179082]"
114ee42d10e14ad3893584df561a0765,"[113482, 203404, 246509, 206544, 239021]"
1166b6c819e442dc9c80eccb5a7e18b2,"[207156, 113482, 212325, 168935, 219770]"
11723b6ea9ce427d94abefe88fed51da,"[138634, 153970, 253678, 219266, 246285]"
11909b3ba0c3413a8feaefb95e4c9c10,"[110793, 113707, 113305, 260154, 108242]"
11990400907b4e5baac37ddec0aecb1a,"[113707, 260154, 111941, 108242, 150476]"
11aea3a4a6dd47af994eb5d540d491d2,"[217683, 154248, 205630, 240744, 108242]"
11d414776576402f9c82d2cbcec5c866,"[113482, 260154, 206544, 217683, 209702]"
11ec2007e1db4927b36cd7b1fe2759e1,"[113482, 242145, 110793, 117532, 101462]"
11ff80bf5a3f4e0fa462cb44414306de,"[148714, 242642, 210628, 182870, 237341]"
122cc48c99754db28f59f0c9a284aba3,"[206350, 260154, 212953, 212987, 245637]"
125602f77984446f8ea077ab3efcfe2d,"[181745, 260154, 203404, 154411, 138634]"
12564c2506ca4dee9370ea28b3ff9518,"[243868, 152046, 106676, 207156, 228572]"
12969a335aba4f51b1aba2add9e364a8,"[203404, 138634, 239021, 110793, 182870]"
12c0aeac389a4232aa4a5215ea569d58,"[106729, 218072, 243003, 207156, 210536]"
12c43fe3db2445f98d73b43d472c1e72,"[246509, 115977, 113482, 247299, 234115]"
12ccc1f3cf1a40efa3234d20021f7337,"[217683, 117897, 113482, 165933, 235614]"
12cdac8b683b4c65a59d57ae514de7a8,"[260154, 138634, 246509, 217683, 250327]"
12d19d71b0224453ac121bb7e7f4866d,"[240744, 206350, 113305, 212987, 212953]"
12d25648a1ce4af6ac5e0f4c49f6a945,"[239021, 105907, 247535, 101410, 242642]"
12e822088bf24b4fb0123a514feb953a,"[117525, 253946, 209422, 243868, 181745]"
130afd63fc334f1e897ac462414c8cf6,"[110793, 113305, 113707, 105907, 108242]"
13148051c78d4a62bf15de91751c396d,"[230707, 105907, 111941, 207108, 212325]"
1320aa91bc0b49919663c8c36c1097ca,"[247535, 117525, 113482, 253946, 212325]"
135b274d5d9449e3b6b7bc9a71a94e1f,"[217683, 154248, 205630, 108242, 240744]"
136e07196ee24b3c9361a58992db04a4,"[181745, 154411, 116823, 247535, 109685]"
138465db17e845de8c6171260a00d2ea,"[246509, 138634, 237341, 110793, 242642]"
13b011dbca964d38bd8c7bb844ef3ade,"[164602, 237341, 180382, 247535, 110793]"
13d47f4463c54faf928ebeff5173f241,"[105907, 113482, 206544, 239021, 108242]"
13d4c06bd77541a2aa4f1dd235deb080,"[230707, 198751, 230145, 237288, 120252]"
13e373347c284dcb9e41248819a3153d,"[113482, 207156, 122614, 209422, 250327]"
1417b07418d847c0a69adc83dce32bb7,"[243868, 152046, 228572, 205479, 102794]"
142e5b084e0f4a849dafb96af5b63a72,"[217683, 253678, 117897, 113482, 209422]"
143998828d364e098c0109f51f1e1ebe,"[101136, 136872, 240432, 106584, 222378]"
145359b83aef4ed1b80c6f312f238a7a,"[212325, 138634, 207156, 253678, 219266]"
147c50f15b094d2799e1145ed45e04c8,"[138634, 246509, 116900, 212953, 253678]"
1493bd21b1fb43bfb1859856ce597a55,"[108242, 240744, 113482, 113305, 247535]"
1495ecb1f79e44c6a1bc541fbe08e0c1,"[246509, 122614, 113305, 212027, 198114]"
14b7868fe998403bb9931ccc2bd75649,"[212325, 230707, 113482, 221920, 220718]"
14c8bdbcced1419f957318e34a24a7ee,"[237341, 113482, 116823, 253946, 114583]"
150f0d8db2a144d29d444b59524e6603,"[113482, 111941, 206544, 198114, 207211]"
15508c2f8288418299958553028ca57d,"[221920, 212027, 214513, 120252, 105907]"
156e114737054f818685ca8260073eaf,"[110793, 113482, 114954, 249343, 117778]"
1588967a417146af9e79a11748041ea5,"[113482, 138634, 253946, 153970, 154248]"
159458fa18de4e8c96540f8104506165,"[115977, 241030, 102913, 114685, 120763]"
15b81f27aee94af9ac7184eb6ad9eeeb,"[243868, 152046, 102794, 228572, 106676]"
15c1f7f9c024438f90093115a9a541b4,"[113482, 253946, 242145, 117532, 138634]"
15ce760fde1540c085107ba9fc6c94c8,"[138634, 117525, 253946, 243868, 209422]"
15d05dcc6af44057ad88e6876b8b5fde,"[113482, 206544, 217683, 203404, 171602]"
15dc511cbb28438cb97f7f791adaad3f,"[212141, 221920, 212027, 110793, 120252]"
15e735b41e2d47aeafe04d5ef18a1b16,"[149024, 242145, 113482, 246509, 103881]"
15ff3359b3f345de8a6a58e7a3783c06,"[181745, 154411, 109685, 207560, 121184]"
16103f80b0c34ba9af5aa8698b86413b,"[105907, 113305, 260154, 111505, 250327]"
16114f0ef22d427492c5010252209a38,"[243868, 152046, 102794, 106676, 228572]"
164a3a275c034e81a3318ad99dd39c7e,"[138634, 217683, 181745, 246509, 153970]"
1656c16a4c5a4196a9fb7bbc2cc3364c,"[110792, 212325, 217683, 207156, 237341]"
1658fb27b8b449e89c0809ca67bb3246,"[243868, 152046, 228572, 102794, 205479]"
165d0c808fe042b79d4f53aa4266896a,"[113482, 205630, 212325, 154248, 101462]"
1670f71d2e3e48ff81e969803c9203be,"[101396, 195073, 164246, 211897, 195637]"
167bbed735144da9ab2f93179be4f9a9,"[198751, 149024, 212141, 212027, 207211]"
169a3c3cd9e04856a406d16779f4e1f1,"[240663, 117897, 165933, 243678, 235614]"
169c6ac3e29047a38c3235bb4a330495,"[113482, 237341, 117525, 253946, 242145]"
16d8a7df304347ab87ee364c0be0c50c,"[117897, 165933, 235614, 208607, 206907]"
16f45456e3f042b88b9aec7229f3de1f,"[207423, 108242, 105907, 171602, 247276]"
1731241965d54742bb8453520b24afbf,"[138634, 103881, 149484, 173337, 227850]"
175727b400e540e28bcc3a66b4651672,"[240744, 207211, 115420, 171602, 257631]"
1779c41eb6414c08a21b5c4b733720dd,"[209422, 209448, 205630, 217683, 219886]"
177e994d7f444ca6aa991ae9ec4ca217,"[210628, 212325, 162187, 179082, 114583]"
1781a311ba8040e3a6aae77aafe4a943,"[113482, 110793, 239021, 212325, 253946]"
178fe075f1ee446eb431c24c508d02e3,"[111706, 258036, 217615, 102794, 106676]"
1791d690ca674804ab31225082890784,"[198114, 153970, 116823, 111867, 207423]"
179a50b6b03b495ba02452eaf0ca2387,"[203404, 116823, 182870, 207423, 198114]"
17b79aa69cf4470e9b2e6038a03eb909,"[247535, 212325, 212141, 221920, 212027]"
17bd502aef604ef0ae793565e6957821,"[111837, 210628, 109275, 182439, 113707]"
17cfc23aa0c348948e9b0eef5787be5d,"[260154, 182870, 116823, 114583, 108242]"
17dfe08a93cf45db826c97cc0d261964,"[101136, 117525, 136872, 240432, 106584]"
1809cf3ac6fa4deb99f5af84c2261934,"[115977, 247299, 234115, 110792, 247304]"
180a9648dc124c7db679c6533cbd0f2f,"[103881, 240744, 113305, 149484, 212953]"
180bb88dcaeb4b4c922a94c9ba09c4dc,"[217683, 154248, 116900, 101462, 253946]"
1812246db7db43f18955cb8035732d09,"[209422, 209448, 122614, 221419, 219770]"
1814d9575d4146a7a645c982a24e61e0,"[260154, 108242, 138634, 110792, 217683]"
1815810c581844c2ba62bbf3e0032ed1,"[101396, 245952, 164236, 195073, 195637]"
182a6df4212f42758a39fb4f9f83f705,"[260154, 182870, 203404, 116823, 250327]"
1831b8dbda2a4f34b3a6cbe6c380a723,"[248720, 252289, 242814, 207302, 212325]"
18329c05e5364f46a3c76a9bf6013114,"[240744, 242642, 113305, 206350, 253678]"
183bdcc381ff468ab50ec90383cb3299,"[212325, 207211, 171602, 116438, 182439]"
184034b698e845119e25424e67ad3d8c,"[152046, 106676, 130474, 255046, 257047]"
184127f34a514a56bcb35a606fd4d91a,"[240663, 207764, 136817, 193422, 112313]"
184519866f4840b08dc798245826f208,"[116823, 182870, 207423, 203404, 114583]"
185b4bcdba284f708f55eea65fb481fc,"[207211, 212987, 109079, 206544, 206350]"
187075526102485bb8e3af387485135f,"[193331, 120252, 237341, 247535, 138634]"
1870dd7cc31a4c28af836098f4518e98,"[113482, 115420, 212987, 207108, 257631]"
18831da80c0d41bcbef2f3ab3086f394,"[110793, 239021, 207108, 237341, 217683]"
189bcb12d3f84746b926feeafef16b4c,"[198751, 212141, 212027, 207211, 237288]"
18c4b3d0e9bb436d9c2c54bc4fb72527,"[240663, 117897, 165933, 235614, 243678]"
18fb04e8fe3a4fe093a4c9ea545ec763,"[113482, 212987, 198114, 109079, 207108]"
190520cab7284bfe9ab5f503c175f9eb,"[182870, 179082, 221920, 111505, 110793]"
1905ae690035417688af4cbb53334b52,"[246509, 113305, 237341, 217683, 149024]"
190f1183fa6f40e7a279dfa408acad18,"[138634, 153970, 217683, 237341, 117525]"
19228b6c1e2442ea8084ae7e132f176b,"[181745, 115977, 253678, 247299, 240744]"
194f2b21216244ec93aed2f97ce3fd9c,"[113482, 212987, 206350, 206544, 237341]"
19554f3df9014c7691d2a18d4c5e7d6c,"[247535, 105907, 239021, 206544, 248720]"
19876bdc36c34dc1a64bbeec60d98ba5,"[115420, 240744, 207211, 257631, 108242]"
